preamble,stimulus,item,category,rank,true,"score (sum, mean, [list)",params,model
It is true that green onion is a,vegetable.,green onion,vegetable,28,1,"(-6.168464660644531, -3.0842323303222656, [-4.086250305175781, -2.08221435546875])",124439808,gpt2
It is false that green onion is a,vegetable.,green onion,vegetable,28,-1,"(-4.388938903808594, -2.194469451904297, [-3.2994003295898438, -1.08953857421875])",124439808,gpt2
It is true that potato is a,vegetable.,potato,vegetable,29,1,"(-5.747444152832031, -2.8737220764160156, [-3.8303756713867188, -1.9170684814453125])",124439808,gpt2
It is false that potato is a,vegetable.,potato,vegetable,29,-1,"(-3.9461746215820312, -1.9730873107910156, [-2.8582229614257812, -1.08795166015625])",124439808,gpt2
It is true that parsnip is a,vegetable.,parsnip,vegetable,30,1,"(-12.560005187988281, -6.280002593994141, [-10.461944580078125, -2.0980606079101562])",124439808,gpt2
It is false that parsnip is a,vegetable.,parsnip,vegetable,30,-1,"(-11.514930725097656, -5.757465362548828, [-10.237113952636719, -1.2778167724609375])",124439808,gpt2
It is true that turnip green is a,vegetable.,turnip green,vegetable,31,1,"(-7.84161376953125, -3.920806884765625, [-5.693260192871094, -2.1483535766601562])",124439808,gpt2
It is false that turnip green is a,vegetable.,turnip green,vegetable,31,-1,"(-6.722984313964844, -3.361492156982422, [-5.633918762207031, -1.0890655517578125])",124439808,gpt2
It is true that collard is a,vegetable.,collard,vegetable,32,1,"(-6.9578857421875, -3.47894287109375, [-4.843605041503906, -2.1142807006835938])",124439808,gpt2
It is false that collard is a,vegetable.,collard,vegetable,32,-1,"(-5.526313781738281, -2.7631568908691406, [-4.257904052734375, -1.2684097290039062])",124439808,gpt2
It is true that wax bean is a,vegetable.,wax bean,vegetable,33,1,"(-7.769386291503906, -3.884693145751953, [-5.509834289550781, -2.259552001953125])",124439808,gpt2
It is false that wax bean is a,vegetable.,wax bean,vegetable,33,-1,"(-5.955284118652344, -2.977642059326172, [-4.7791290283203125, -1.1761550903320312])",124439808,gpt2
It is true that watercress is a,vegetable.,watercress,vegetable,34,1,"(-7.490211486816406, -3.745105743408203, [-5.461509704589844, -2.0287017822265625])",124439808,gpt2
It is false that watercress is a,vegetable.,watercress,vegetable,34,-1,"(-6.3672332763671875, -3.1836166381835938, [-5.250923156738281, -1.1163101196289062])",124439808,gpt2
It is true that black eyed pea is a,vegetable.,black eyed pea,vegetable,35,1,"(-8.487968444824219, -4.243984222412109, [-6.442596435546875, -2.0453720092773438])",124439808,gpt2
It is false that black eyed pea is a,vegetable.,black eyed pea,vegetable,35,-1,"(-6.922843933105469, -3.4614219665527344, [-5.8101959228515625, -1.1126480102539062])",124439808,gpt2
It is true that leek is a,vegetable.,leek,vegetable,36,1,"(-7.34539794921875, -3.672698974609375, [-5.2307586669921875, -2.1146392822265625])",124439808,gpt2
It is false that leek is a,vegetable.,leek,vegetable,36,-1,"(-6.224678039550781, -3.1123390197753906, [-4.934211730957031, -1.29046630859375])",124439808,gpt2
It is true that pepper is a,vegetable.,pepper,vegetable,37,1,"(-7.167205810546875, -3.5836029052734375, [-5.0286712646484375, -2.1385345458984375])",124439808,gpt2
It is false that pepper is a,vegetable.,pepper,vegetable,37,-1,"(-5.775726318359375, -2.8878631591796875, [-4.5056610107421875, -1.2700653076171875])",124439808,gpt2
It is true that sweet potato is a,vegetable.,sweet potato,vegetable,38,1,"(-6.664421081542969, -3.3322105407714844, [-4.5897674560546875, -2.0746536254882812])",124439808,gpt2
It is false that sweet potato is a,vegetable.,sweet potato,vegetable,38,-1,"(-4.826637268066406, -2.413318634033203, [-3.6871109008789062, -1.1395263671875])",124439808,gpt2
It is true that yam is a,vegetable.,yam,vegetable,39,1,"(-7.976203918457031, -3.9881019592285156, [-5.874717712402344, -2.1014862060546875])",124439808,gpt2
It is false that yam is a,vegetable.,yam,vegetable,39,-1,"(-6.8876800537109375, -3.4438400268554688, [-5.592071533203125, -1.2956085205078125])",124439808,gpt2
It is true that parsley is a,vegetable.,parsley,vegetable,40,1,"(-7.138771057128906, -3.569385528564453, [-4.920188903808594, -2.2185821533203125])",124439808,gpt2
It is false that parsley is a,vegetable.,parsley,vegetable,40,-1,"(-5.273231506347656, -2.636615753173828, [-4.0150909423828125, -1.2581405639648438])",124439808,gpt2
It is true that endive is a,vegetable.,endive,vegetable,41,1,"(-11.599700927734375, -5.7998504638671875, [-9.618362426757812, -1.9813385009765625])",124439808,gpt2
It is false that endive is a,vegetable.,endive,vegetable,41,-1,"(-10.123497009277344, -5.061748504638672, [-8.884552001953125, -1.2389450073242188])",124439808,gpt2
It is true that rutabaga is a,vegetable.,rutabaga,vegetable,42,1,"(-8.752113342285156, -4.376056671142578, [-6.315155029296875, -2.4369583129882812])",124439808,gpt2
It is false that rutabaga is a,vegetable.,rutabaga,vegetable,42,-1,"(-7.849029541015625, -3.9245147705078125, [-6.4676513671875, -1.381378173828125])",124439808,gpt2
It is true that mushroom is a,vegetable.,mushroom,vegetable,43,1,"(-7.402870178222656, -3.701435089111328, [-5.41302490234375, -1.9898452758789062])",124439808,gpt2
It is false that mushroom is a,vegetable.,mushroom,vegetable,43,-1,"(-6.0624542236328125, -3.0312271118164062, [-4.946266174316406, -1.1161880493164062])",124439808,gpt2
It is true that avocado is a,vegetable.,avocado,vegetable,44,1,"(-6.4501495361328125, -3.2250747680664062, [-4.409873962402344, -2.0402755737304688])",124439808,gpt2
It is false that avocado is a,vegetable.,avocado,vegetable,44,-1,"(-4.519599914550781, -2.2597999572753906, [-3.4101181030273438, -1.1094818115234375])",124439808,gpt2
It is true that rhubarb is a,vegetable.,rhubarb,vegetable,45,1,"(-7.906036376953125, -3.9530181884765625, [-5.529975891113281, -2.3760604858398438])",124439808,gpt2
It is false that rhubarb is a,vegetable.,rhubarb,vegetable,45,-1,"(-5.959007263183594, -2.979503631591797, [-4.598640441894531, -1.3603668212890625])",124439808,gpt2
It is true that kale is a,vegetable.,kale,vegetable,46,1,"(-6.394378662109375, -3.1971893310546875, [-4.278350830078125, -2.11602783203125])",124439808,gpt2
It is false that kale is a,vegetable.,kale,vegetable,46,-1,"(-4.394378662109375, -2.1971893310546875, [-3.2471466064453125, -1.1472320556640625])",124439808,gpt2
It is true that escarole is a,vegetable.,escarole,vegetable,47,1,"(-12.751899719238281, -6.375949859619141, [-10.567817687988281, -2.18408203125])",124439808,gpt2
It is false that escarole is a,vegetable.,escarole,vegetable,47,-1,"(-11.703514099121094, -5.851757049560547, [-10.292091369628906, -1.4114227294921875])",124439808,gpt2
It is true that sauerkraut is a,vegetable.,sauerkraut,vegetable,48,1,"(-7.326118469238281, -3.6630592346191406, [-4.883430480957031, -2.44268798828125])",124439808,gpt2
It is false that sauerkraut is a,vegetable.,sauerkraut,vegetable,48,-1,"(-5.018959045410156, -2.509479522705078, [-3.6510086059570312, -1.367950439453125])",124439808,gpt2
It is true that pickle is a,vegetable.,pickle,vegetable,49,1,"(-7.407279968261719, -3.7036399841308594, [-5.4241180419921875, -1.9831619262695312])",124439808,gpt2
It is false that pickle is a,vegetable.,pickle,vegetable,49,-1,"(-6.600677490234375, -3.3003387451171875, [-5.4058685302734375, -1.1948089599609375])",124439808,gpt2
It is true that baked bean is a,vegetable.,baked bean,vegetable,50,1,"(-7.045249938964844, -3.522624969482422, [-4.982414245605469, -2.062835693359375])",124439808,gpt2
It is false that baked bean is a,vegetable.,baked bean,vegetable,50,-1,"(-4.9107208251953125, -2.4553604125976562, [-3.824615478515625, -1.0861053466796875])",124439808,gpt2
It is true that pumpkin is a,vegetable.,pumpkin,vegetable,51,1,"(-6.7617645263671875, -3.3808822631835938, [-4.722755432128906, -2.0390090942382812])",124439808,gpt2
It is false that pumpkin is a,vegetable.,pumpkin,vegetable,51,-1,"(-4.441802978515625, -2.2209014892578125, [-3.351165771484375, -1.09063720703125])",124439808,gpt2
It is true that seaweed is a,vegetable.,seaweed,vegetable,52,1,"(-7.4462432861328125, -3.7231216430664062, [-5.535377502441406, -1.9108657836914062])",124439808,gpt2
It is false that seaweed is a,vegetable.,seaweed,vegetable,52,-1,"(-6.091590881347656, -3.045795440673828, [-4.886085510253906, -1.20550537109375])",124439808,gpt2
It is true that garlic is a,vegetable.,garlic,vegetable,53,1,"(-6.916084289550781, -3.4580421447753906, [-4.8462371826171875, -2.0698471069335938])",124439808,gpt2
It is false that garlic is a,vegetable.,garlic,vegetable,53,-1,"(-5.319129943847656, -2.659564971923828, [-4.1119537353515625, -1.2071762084960938])",124439808,gpt2
It is true that dandelion is a,vegetable.,dandelion,vegetable,54,1,"(-6.70623779296875, -3.353118896484375, [-4.4310760498046875, -2.2751617431640625])",124439808,gpt2
It is false that dandelion is a,vegetable.,dandelion,vegetable,54,-1,"(-5.094139099121094, -2.547069549560547, [-3.8421478271484375, -1.2519912719726562])",124439808,gpt2
It is true that peanut is a,vegetable.,peanut,vegetable,55,1,"(-7.35882568359375, -3.679412841796875, [-5.285438537597656, -2.0733871459960938])",124439808,gpt2
It is false that peanut is a,vegetable.,peanut,vegetable,55,-1,"(-5.531776428222656, -2.765888214111328, [-4.385398864746094, -1.1463775634765625])",124439808,gpt2
It is true that rice is a,vegetable.,rice,vegetable,56,1,"(-6.7311859130859375, -3.3655929565429688, [-4.6741790771484375, -2.0570068359375])",124439808,gpt2
It is false that rice is a,vegetable.,rice,vegetable,56,-1,"(-5.237541198730469, -2.6187705993652344, [-4.008842468261719, -1.22869873046875])",124439808,gpt2
It is true that an automobile is a,vehicle.,automobile,vehicle,1,1,"(-5.394287109375, -2.6971435546875, [-2.6626358032226562, -2.7316513061523438])",124439808,gpt2
It is false that an automobile is a,vehicle.,automobile,vehicle,1,-1,"(-4.657562255859375, -2.3287811279296875, [-2.4565505981445312, -2.2010116577148438])",124439808,gpt2
It is true that a station wagon is a,vehicle.,station wagon,vehicle,2,1,"(-6.805397033691406, -3.402698516845703, [-3.5879898071289062, -3.2174072265625])",124439808,gpt2
It is false that a station wagon is a,vehicle.,station wagon,vehicle,2,-1,"(-5.284919738769531, -2.6424598693847656, [-3.0520858764648438, -2.2328338623046875])",124439808,gpt2
It is true that a truck is a,vehicle.,truck,vehicle,3,1,"(-5.312904357910156, -2.656452178955078, [-2.9684906005859375, -2.3444137573242188])",124439808,gpt2
It is false that a truck is a,vehicle.,truck,vehicle,3,-1,"(-4.9210357666015625, -2.4605178833007812, [-2.8696746826171875, -2.051361083984375])",124439808,gpt2
It is true that a car is a,vehicle.,car,vehicle,4,1,"(-4.705818176269531, -2.3529090881347656, [-2.3683700561523438, -2.3374481201171875])",124439808,gpt2
It is false that a car is a,vehicle.,car,vehicle,4,-1,"(-4.8543701171875, -2.42718505859375, [-2.7008743286132812, -2.1534957885742188])",124439808,gpt2
It is true that a bus is a,vehicle.,bus,vehicle,5,1,"(-6.466217041015625, -3.2331085205078125, [-3.7030029296875, -2.763214111328125])",124439808,gpt2
It is false that a bus is a,vehicle.,bus,vehicle,5,-1,"(-5.540794372558594, -2.770397186279297, [-3.4121322631835938, -2.128662109375])",124439808,gpt2
It is true that a taxi is a,vehicle.,taxi,vehicle,6,1,"(-7.029205322265625, -3.5146026611328125, [-3.6481246948242188, -3.3810806274414062])",124439808,gpt2
It is false that a taxi is a,vehicle.,taxi,vehicle,6,-1,"(-6.0169219970703125, -3.0084609985351562, [-3.3094024658203125, -2.70751953125])",124439808,gpt2
It is true that a jeep is a,vehicle.,jeep,vehicle,7,1,"(-5.6844024658203125, -2.8422012329101562, [-2.7497787475585938, -2.9346237182617188])",124439808,gpt2
It is false that a jeep is a,vehicle.,jeep,vehicle,7,-1,"(-4.482078552246094, -2.241039276123047, [-2.4465713500976562, -2.0355072021484375])",124439808,gpt2
It is true that an ambulance is a,vehicle.,ambulance,vehicle,8,1,"(-7.9784393310546875, -3.9892196655273438, [-4.3594818115234375, -3.61895751953125])",124439808,gpt2
It is false that an ambulance is a,vehicle.,ambulance,vehicle,8,-1,"(-6.795524597167969, -3.3977622985839844, [-3.9143600463867188, -2.88116455078125])",124439808,gpt2
It is true that a motorcycle is a,vehicle.,motorcycle,vehicle,9,1,"(-5.626823425292969, -2.8134117126464844, [-3.1396560668945312, -2.4871673583984375])",124439808,gpt2
It is false that a motorcycle is a,vehicle.,motorcycle,vehicle,9,-1,"(-5.0684967041015625, -2.5342483520507812, [-3.0656585693359375, -2.002838134765625])",124439808,gpt2
It is true that a streetcar is a,vehicle.,streetcar,vehicle,10,1,"(-8.211082458496094, -4.105541229248047, [-4.635833740234375, -3.5752487182617188])",124439808,gpt2
It is false that a streetcar is a,vehicle.,streetcar,vehicle,10,-1,"(-6.66754150390625, -3.333770751953125, [-3.93426513671875, -2.7332763671875])",124439808,gpt2
It is true that a van is a,vehicle.,van,vehicle,11,1,"(-5.3361053466796875, -2.6680526733398438, [-3.055267333984375, -2.2808380126953125])",124439808,gpt2
It is false that a van is a,vehicle.,van,vehicle,11,-1,"(-4.4224700927734375, -2.2112350463867188, [-2.56787109375, -1.8545989990234375])",124439808,gpt2
It is true that a honda is a,vehicle.,Honda,vehicle,12,1,"(-7.9337310791015625, -3.9668655395507812, [-4.502296447753906, -3.4314346313476562])",124439808,gpt2
It is false that a honda is a,vehicle.,Honda,vehicle,12,-1,"(-6.8932342529296875, -3.4466171264648438, [-4.544975280761719, -2.3482589721679688])",124439808,gpt2
It is true that a cable car is a,vehicle.,cable car,vehicle,13,1,"(-7.866264343261719, -3.9331321716308594, [-4.783531188964844, -3.082733154296875])",124439808,gpt2
It is false that a cable car is a,vehicle.,cable car,vehicle,13,-1,"(-6.5450897216796875, -3.2725448608398438, [-4.36871337890625, -2.1763763427734375])",124439808,gpt2
It is true that a train is a,vehicle.,train,vehicle,14,1,"(-7.226020812988281, -3.6130104064941406, [-4.153106689453125, -3.0729141235351562])",124439808,gpt2
It is false that a train is a,vehicle.,train,vehicle,14,-1,"(-6.530670166015625, -3.2653350830078125, [-4.0819854736328125, -2.4486846923828125])",124439808,gpt2
It is true that a trolley is a,vehicle.,trolley,vehicle,15,1,"(-6.623237609863281, -3.3116188049316406, [-4.034721374511719, -2.5885162353515625])",124439808,gpt2
It is false that a trolley is a,vehicle.,trolley,vehicle,15,-1,"(-5.0164794921875, -2.50823974609375, [-3.3530426025390625, -1.6634368896484375])",124439808,gpt2
It is true that a bicycle is a,vehicle.,bicycle,vehicle,16,1,"(-5.833160400390625, -2.9165802001953125, [-3.3703689575195312, -2.4627914428710938])",124439808,gpt2
It is false that a bicycle is a,vehicle.,bicycle,vehicle,16,-1,"(-4.6863861083984375, -2.3431930541992188, [-2.9096832275390625, -1.776702880859375])",124439808,gpt2
It is true that a carriage is a,vehicle.,carriage,vehicle,17,1,"(-6.162086486816406, -3.081043243408203, [-3.4110336303710938, -2.7510528564453125])",124439808,gpt2
It is false that a carriage is a,vehicle.,carriage,vehicle,17,-1,"(-5.9451751708984375, -2.9725875854492188, [-3.913665771484375, -2.0315093994140625])",124439808,gpt2
It is true that an airplane is a,vehicle.,airplane,vehicle,18,1,"(-6.553337097167969, -3.2766685485839844, [-4.3862762451171875, -2.1670608520507812])",124439808,gpt2
It is false that an airplane is a,vehicle.,airplane,vehicle,18,-1,"(-6.274971008300781, -3.1374855041503906, [-4.501762390136719, -1.7732086181640625])",124439808,gpt2
It is true that a bike is a,vehicle.,bike,vehicle,19,1,"(-5.724555969238281, -2.8622779846191406, [-3.4277267456054688, -2.2968292236328125])",124439808,gpt2
It is false that a bike is a,vehicle.,bike,vehicle,19,-1,"(-5.183815002441406, -2.591907501220703, [-3.39447021484375, -1.7893447875976562])",124439808,gpt2
It is true that a boat is a,vehicle.,boat,vehicle,20,1,"(-6.597496032714844, -3.298748016357422, [-4.151161193847656, -2.4463348388671875])",124439808,gpt2
It is false that a boat is a,vehicle.,boat,vehicle,20,-1,"(-5.952445983886719, -2.9762229919433594, [-4.011024475097656, -1.9414215087890625])",124439808,gpt2
It is true that a jet is a,vehicle.,jet,vehicle,21,1,"(-8.048660278320312, -4.024330139160156, [-5.333465576171875, -2.7151947021484375])",124439808,gpt2
It is false that a jet is a,vehicle.,jet,vehicle,21,-1,"(-7.5113067626953125, -3.7556533813476562, [-5.345458984375, -2.1658477783203125])",124439808,gpt2
It is true that a ship is a,vehicle.,ship,vehicle,22,1,"(-6.950340270996094, -3.475170135498047, [-4.595695495605469, -2.354644775390625])",124439808,gpt2
It is false that a ship is a,vehicle.,ship,vehicle,22,-1,"(-6.843498229980469, -3.4217491149902344, [-4.817024230957031, -2.0264739990234375])",124439808,gpt2
It is true that a scooter is a,vehicle.,scooter,vehicle,23,1,"(-6.53387451171875, -3.266937255859375, [-3.8947525024414062, -2.6391220092773438])",124439808,gpt2
It is false that a scooter is a,vehicle.,scooter,vehicle,23,-1,"(-5.4277191162109375, -2.7138595581054688, [-3.445465087890625, -1.9822540283203125])",124439808,gpt2
It is true that a tractor is a,vehicle.,tractor,vehicle,24,1,"(-6.365203857421875, -3.1826019287109375, [-3.4031219482421875, -2.9620819091796875])",124439808,gpt2
It is false that a tractor is a,vehicle.,tractor,vehicle,24,-1,"(-5.00396728515625, -2.501983642578125, [-2.9145355224609375, -2.0894317626953125])",124439808,gpt2
It is true that a wagon is a,vehicle.,wagon,vehicle,25,1,"(-5.7701568603515625, -2.8850784301757812, [-3.2509765625, -2.5191802978515625])",124439808,gpt2
It is false that a wagon is a,vehicle.,wagon,vehicle,25,-1,"(-5.1142425537109375, -2.5571212768554688, [-3.1932754516601562, -1.9209671020507812])",124439808,gpt2
It is true that a subway is a,vehicle.,subway,vehicle,26,1,"(-9.071006774902344, -4.535503387451172, [-6.176719665527344, -2.894287109375])",124439808,gpt2
It is false that a subway is a,vehicle.,subway,vehicle,26,-1,"(-8.046394348144531, -4.023197174072266, [-5.778236389160156, -2.268157958984375])",124439808,gpt2
It is true that a trailer is a,vehicle.,trailer,vehicle,27,1,"(-9.535797119140625, -4.7678985595703125, [-6.237739562988281, -3.2980575561523438])",124439808,gpt2
It is false that a trailer is a,vehicle.,trailer,vehicle,27,-1,"(-6.609580993652344, -3.304790496826172, [-4.45855712890625, -2.1510238647460938])",124439808,gpt2
It is true that a cart is a,vehicle.,cart,vehicle,28,1,"(-7.140571594238281, -3.5702857971191406, [-4.273406982421875, -2.8671646118164062])",124439808,gpt2
It is false that a cart is a,vehicle.,cart,vehicle,28,-1,"(-5.490264892578125, -2.7451324462890625, [-3.47406005859375, -2.016204833984375])",124439808,gpt2
It is true that a wheelchair is a,vehicle.,wheelchair,vehicle,29,1,"(-8.276557922363281, -4.138278961181641, [-4.995735168457031, -3.28082275390625])",124439808,gpt2
It is false that a wheelchair is a,vehicle.,wheelchair,vehicle,29,-1,"(-6.659187316894531, -3.3295936584472656, [-4.47723388671875, -2.1819534301757812])",124439808,gpt2
It is true that a yacht is a,vehicle.,yacht,vehicle,30,1,"(-8.209053039550781, -4.104526519775391, [-5.046539306640625, -3.1625137329101562])",124439808,gpt2
It is false that a yacht is a,vehicle.,yacht,vehicle,30,-1,"(-7.3830108642578125, -3.6915054321289062, [-4.84033203125, -2.5426788330078125])",124439808,gpt2
It is true that a tank is a,vehicle.,tank,vehicle,31,1,"(-6.6494293212890625, -3.3247146606445312, [-3.78387451171875, -2.8655548095703125])",124439808,gpt2
It is false that a tank is a,vehicle.,tank,vehicle,31,-1,"(-6.120941162109375, -3.0604705810546875, [-4.1111297607421875, -2.0098114013671875])",124439808,gpt2
It is true that a go-cart is a,vehicle.,go-cart,vehicle,32,1,"(-8.23126220703125, -4.115631103515625, [-4.7899627685546875, -3.4412994384765625])",124439808,gpt2
It is false that a go-cart is a,vehicle.,go-cart,vehicle,32,-1,"(-6.624427795410156, -3.312213897705078, [-4.3790435791015625, -2.2453842163085938])",124439808,gpt2
It is true that a rowboat is a,vehicle.,rowboat,vehicle,33,1,"(-8.850334167480469, -4.425167083740234, [-5.569618225097656, -3.2807159423828125])",124439808,gpt2
It is false that a rowboat is a,vehicle.,rowboat,vehicle,33,-1,"(-7.117530822753906, -3.558765411376953, [-4.996223449707031, -2.121307373046875])",124439808,gpt2
It is true that a dogsled is a,vehicle.,dogsled,vehicle,34,1,"(-11.190010070800781, -5.595005035400391, [-6.720573425292969, -4.4694366455078125])",124439808,gpt2
It is false that a dogsled is a,vehicle.,dogsled,vehicle,34,-1,"(-8.763885498046875, -4.3819427490234375, [-5.704345703125, -3.059539794921875])",124439808,gpt2
It is true that a tricycle is a,vehicle.,tricycle,vehicle,35,1,"(-7.742195129394531, -3.8710975646972656, [-4.80145263671875, -2.9407424926757812])",124439808,gpt2
It is false that a tricycle is a,vehicle.,tricycle,vehicle,35,-1,"(-5.616127014160156, -2.808063507080078, [-3.7769699096679688, -1.8391571044921875])",124439808,gpt2
It is true that a canoe is a,vehicle.,canoe,vehicle,36,1,"(-7.6623992919921875, -3.8311996459960938, [-5.0054473876953125, -2.656951904296875])",124439808,gpt2
It is false that a canoe is a,vehicle.,canoe,vehicle,36,-1,"(-6.389656066894531, -3.1948280334472656, [-4.550331115722656, -1.839324951171875])",124439808,gpt2
It is true that a raft is a,vehicle.,raft,vehicle,37,1,"(-8.927421569824219, -4.463710784912109, [-5.77301025390625, -3.1544113159179688])",124439808,gpt2
It is false that a raft is a,vehicle.,raft,vehicle,37,-1,"(-7.439910888671875, -3.7199554443359375, [-5.099403381347656, -2.3405075073242188])",124439808,gpt2
It is true that a submarine is a,vehicle.,submarine,vehicle,38,1,"(-9.187362670898438, -4.593681335449219, [-5.6141510009765625, -3.573211669921875])",124439808,gpt2
It is false that a submarine is a,vehicle.,submarine,vehicle,38,-1,"(-8.617378234863281, -4.308689117431641, [-5.8907318115234375, -2.7266464233398438])",124439808,gpt2
It is true that a sled is a,vehicle.,sled,vehicle,39,1,"(-7.945579528808594, -3.972789764404297, [-4.6953887939453125, -3.2501907348632812])",124439808,gpt2
It is false that a sled is a,vehicle.,sled,vehicle,39,-1,"(-6.370216369628906, -3.185108184814453, [-4.261962890625, -2.1082534790039062])",124439808,gpt2
It is true that a horse is a,vehicle.,horse,vehicle,40,1,"(-8.635543823242188, -4.317771911621094, [-5.532814025878906, -3.1027297973632812])",124439808,gpt2
It is false that a horse is a,vehicle.,horse,vehicle,40,-1,"(-8.000106811523438, -4.000053405761719, [-5.57611083984375, -2.4239959716796875])",124439808,gpt2
It is true that a rocket is a,vehicle.,rocket,vehicle,41,1,"(-7.551979064941406, -3.775989532470703, [-4.5388031005859375, -3.0131759643554688])",124439808,gpt2
It is false that a rocket is a,vehicle.,rocket,vehicle,41,-1,"(-7.1529388427734375, -3.5764694213867188, [-4.8028564453125, -2.3500823974609375])",124439808,gpt2
It is true that a blimp is a,vehicle.,blimp,vehicle,42,1,"(-8.136283874511719, -4.068141937255859, [-4.612678527832031, -3.5236053466796875])",124439808,gpt2
It is false that a blimp is a,vehicle.,blimp,vehicle,42,-1,"(-6.659156799316406, -3.329578399658203, [-4.136993408203125, -2.5221633911132812])",124439808,gpt2
It is true that a skate is a,vehicle.,skate,vehicle,43,1,"(-8.179603576660156, -4.089801788330078, [-5.308876037597656, -2.8707275390625])",124439808,gpt2
It is false that a skate is a,vehicle.,skate,vehicle,43,-1,"(-7.166511535644531, -3.5832557678222656, [-5.173271179199219, -1.9932403564453125])",124439808,gpt2
It is true that a camel is a,vehicle.,camel,vehicle,44,1,"(-9.240882873535156, -4.620441436767578, [-6.341606140136719, -2.8992767333984375])",124439808,gpt2
It is false that a camel is a,vehicle.,camel,vehicle,44,-1,"(-8.555374145507812, -4.277687072753906, [-6.465057373046875, -2.0903167724609375])",124439808,gpt2
It is true that feet are,vehicles.,feet,vehicle,45,1,"(-13.669876098632812, -6.834938049316406, [-11.213943481445312, -2.4559326171875])",124439808,gpt2
It is false that feet are,vehicles.,feet,vehicle,45,-1,"(-12.5986328125, -6.29931640625, [-10.670181274414062, -1.9284515380859375])",124439808,gpt2
It is true that a ski is a,vehicle.,ski,vehicle,46,1,"(-8.824203491210938, -4.412101745605469, [-5.9196624755859375, -2.904541015625])",124439808,gpt2
It is false that a ski is a,vehicle.,ski,vehicle,46,-1,"(-7.759063720703125, -3.8795318603515625, [-5.679618835449219, -2.0794448852539062])",124439808,gpt2
It is true that a skateboard is a,vehicle.,skateboard,vehicle,47,1,"(-7.9992218017578125, -3.9996109008789062, [-4.916473388671875, -3.0827484130859375])",124439808,gpt2
It is false that a skateboard is a,vehicle.,skateboard,vehicle,47,-1,"(-6.736274719238281, -3.3681373596191406, [-4.638710021972656, -2.097564697265625])",124439808,gpt2
It is true that a wheelbarrow is a,vehicle.,wheelbarrow,vehicle,48,1,"(-8.789047241210938, -4.394523620605469, [-5.2745361328125, -3.5145111083984375])",124439808,gpt2
It is false that a wheelbarrow is a,vehicle.,wheelbarrow,vehicle,48,-1,"(-6.6595611572265625, -3.3297805786132812, [-4.526397705078125, -2.1331634521484375])",124439808,gpt2
It is true that a surfboard is a,vehicle.,surfboard,vehicle,49,1,"(-9.7528076171875, -4.87640380859375, [-6.075355529785156, -3.6774520874023438])",124439808,gpt2
It is false that a surfboard is a,vehicle.,surfboard,vehicle,49,-1,"(-8.228073120117188, -4.114036560058594, [-5.6992034912109375, -2.52886962890625])",124439808,gpt2
It is true that an elevator is a,vehicle.,elevator,vehicle,50,1,"(-8.502037048339844, -4.251018524169922, [-5.391845703125, -3.1101913452148438])",124439808,gpt2
It is false that an elevator is a,vehicle.,elevator,vehicle,50,-1,"(-6.8993377685546875, -3.4496688842773438, [-4.6484375, -2.2509002685546875])",124439808,gpt2
It is true that a gun is a,weapon.,gun,weapon,1,1,"(-3.6336746215820312, -1.8168373107910156, [-1.4676132202148438, -2.1660614013671875])",124439808,gpt2
It is false that a gun is a,weapon.,gun,weapon,1,-1,"(-3.1492919921875, -1.57464599609375, [-1.2062530517578125, -1.9430389404296875])",124439808,gpt2
It is true that a pistol is a,weapon.,pistol,weapon,2,1,"(-5.068290710449219, -2.5341453552246094, [-2.5073013305664062, -2.5609893798828125])",124439808,gpt2
It is false that a pistol is a,weapon.,pistol,weapon,2,-1,"(-4.20721435546875, -2.103607177734375, [-1.995147705078125, -2.212066650390625])",124439808,gpt2
It is true that a revolver is a,weapon.,revolver,weapon,3,1,"(-6.007148742675781, -3.0035743713378906, [-3.355926513671875, -2.6512222290039062])",124439808,gpt2
It is false that a revolver is a,weapon.,revolver,weapon,3,-1,"(-4.7180023193359375, -2.3590011596679688, [-2.5260543823242188, -2.1919479370117188])",124439808,gpt2
It is true that a machine gun is a,weapon.,machine gun,weapon,4,1,"(-5.48077392578125, -2.740386962890625, [-2.9495162963867188, -2.5312576293945312])",124439808,gpt2
It is false that a machine gun is a,weapon.,machine gun,weapon,4,-1,"(-4.1042022705078125, -2.0521011352539062, [-2.1554336547851562, -1.9487686157226562])",124439808,gpt2
It is true that a rifle is a,weapon.,rifle,weapon,5,1,"(-5.0865478515625, -2.54327392578125, [-2.7343215942382812, -2.3522262573242188])",124439808,gpt2
It is false that a rifle is a,weapon.,rifle,weapon,5,-1,"(-4.630104064941406, -2.315052032470703, [-2.4801788330078125, -2.1499252319335938])",124439808,gpt2
It is true that a switchblade is a,weapon.,switchblade,weapon,6,1,"(-8.162124633789062, -4.081062316894531, [-5.789207458496094, -2.3729171752929688])",124439808,gpt2
It is false that a switchblade is a,weapon.,switchblade,weapon,6,-1,"(-6.067787170410156, -3.033893585205078, [-4.683433532714844, -1.3843536376953125])",124439808,gpt2
It is true that a knife is a,weapon.,knife,weapon,7,1,"(-4.270294189453125, -2.1351470947265625, [-2.24639892578125, -2.023895263671875])",124439808,gpt2
It is false that a knife is a,weapon.,knife,weapon,7,-1,"(-3.052520751953125, -1.5262603759765625, [-1.411285400390625, -1.6412353515625])",124439808,gpt2
