ppo, pdo, tpo, tdo
the cousin purchased the chocolate for the sheriff .,the cousin purchased the sheriff the chocolate .,a mayor gave a ball to a captain .,a mayor gave a captain a ball .
a lawyer saved a meal for a guest .,a lawyer saved a guest a meal .,the scientist threw the gun to the mother .,the scientist threw the mother the gun .
the prince showed the coffee to the administration .,the prince showed the administration the coffee .,a parent delivered a telephone for a girl .,a parent delivered a girl a telephone .
the writer threw the box to the scientist .,the writer threw the scientist the box .,a husband got a juice for a business .,a husband got a business a juice .
a child brought a chocolate to an author .,a child brought an author a chocolate .,the mayor drew the key for the brother .,the mayor drew the brother the key .
the employee threw the meal to the actor .,the employee threw the actor the meal .,a buddy left a cheese for a company .,a buddy left a company a cheese .
a business designed a glass for a club .,a business designed a club a glass .,the friend sent the cheese to the cousin .,the friend sent the cousin the cheese .
the professor showed the meal to the secretary .,the professor showed the secretary the meal .,a pilot caught a plate for a physician .,a pilot caught a physician a plate .
the teacher supplied the candy to the administration .,the teacher supplied the administration the candy .,a man made a guitar for a hero .,a man made a hero a guitar .
the uncle promised the card to the woman .,the uncle promised the woman the card .,a physician saved a beer for a buddy .,a physician saved a buddy a beer .
a captain left a tea for an aunt .,a captain left an aunt a tea .,the employee brought the pie to the wife .,the employee brought the wife the pie .
the mayor caught the machine for the secretary .,the mayor caught the secretary the machine .,a champion sold a telephone to a cousin .,a champion sold a cousin a telephone .
a secretary sent a computer to a band .,a secretary sent a band a computer .,the king caught the cigarette for the buddy .,the king caught the buddy the cigarette .
the opponent sent the iron to the band .,the opponent sent the band the iron .,a business designed a log for a corporation .,a business designed a corporation a log .
the sheriff gave the beer to the prince .,the sheriff gave the prince the beer .,a leader left a meal for a cousin .,a leader left a cousin a meal .
the soldier delivered the beer for the author .,the soldier delivered the author the beer .,a winner sold a tea to a guy .,a winner sold a guy a tea .
a lady fed a chocolate to a chief .,a lady fed a chief a chocolate .,the champion caught the engine for the buddy .,the champion caught the buddy the engine .
a manager threw a tea to an author .,a manager threw an author a tea .,the husband found the beer for the scientist .,the husband found the scientist the beer .
a cousin drew a box for an army .,a cousin drew an army a box .,the employer fed the chicken to the writer .,the employer fed the writer the chicken .
the priest sent the coffee to the club .,the priest sent the club the coffee .,an employee saved a beer for a friend .,an employee saved a friend a beer .
the employer supplied the book to the physician .,the employer supplied the physician the book .,a sheriff delivered a tea for a daughter .,a sheriff delivered a daughter a tea .
the professor caught the button for the lady .,the professor caught the lady the button .,a daughter sent a coffee to a candidate .,a daughter sent a candidate a coffee .
a father sold a pie to a mother .,a father sold a mother a pie .,the professor drew the telephone for the corporation .,the professor drew the corporation the telephone .
the administration designed the telephone for the club .,the administration designed the club the telephone .,a scientist brought a coffee to a winner .,a scientist brought a winner a coffee .
the lawyer threw the button to the mayor .,the lawyer threw the mayor the button .,a scientist delivered a meal for a hero .,a scientist delivered a hero a meal .
the cop threw the chocolate to the lady .,the cop threw the lady the chocolate .,a prince purchased a log for a club .,a prince purchased a club a log .
the professor sold the tea to the army .,the professor sold the army the tea .,a princess drew a glass for a company .,a princess drew a company a glass .
a daughter took a glass to a girl .,a daughter took a girl a glass .,the man drew the iron for the band .,the man drew the band the iron .
an actress threw a meal to a pilot .,an actress threw a pilot a meal .,the employee found the coffee for the buddy .,the employee found the buddy the coffee .
a winner made a bowl for a worker .,a winner made a worker a bowl .,the professor gave the card to the guy .,the professor gave the guy the card .
the boy designed the gun for the attorney .,the boy designed the attorney the gun .,a father threw a pie to a king .,a father threw a king a pie .
the actor fed the chocolate to the actress .,the actor fed the actress the chocolate .,a student left a glass for a club .,a student left a club a glass .
the opponent found the glass for the business .,the opponent found the business the glass .,a colonel supplied a tea to a friend .,a colonel supplied a friend a tea .
the administration designed the pot for the band .,the administration designed the band the pot .,a nurse supplied a pie to a corporation .,a nurse supplied a corporation a pie .
the wife got the key for the lawyer .,the wife got the lawyer the key .,a singer sold a juice to an administration .,a singer sold an administration a juice .
the opponent bought the juice for the actor .,the opponent bought the actor the juice .,a colonel sent a chocolate to an administration .,a colonel sent an administration a chocolate .
a king gave an iron to a president .,a king gave a president an iron .,the employer made the engine for the husband .,the employer made the husband the engine .
a prince gave a juice to a corporation .,a prince gave a corporation a juice .,the singer bought the anchor for the woman .,the singer bought the woman the anchor .
a secretary sold a key to a lawyer .,a secretary sold a lawyer a key .,the cop made the coat for the teacher .,the cop made the teacher the coat .
the writer caught the iron for the lady .,the writer caught the lady the iron .,a candidate sent a chocolate to a company .,a candidate sent a company a chocolate .
a soldier left a pie for a business .,a soldier left a business a pie .,the woman promised the bowl to the adult .,the woman promised the adult the bowl .
a president brought a bowl to a partner .,a president brought a partner a bowl .,the writer saved the coffee for the reader .,the writer saved the reader the coffee .
an employee caught a bell for a writer .,an employee caught a writer a bell .,the president brought the candy to the company .,the president brought the company the candy .
the cop found the bell for the administration .,the cop found the administration the bell .,a buddy gave a cup to an actor .,a buddy gave an actor a cup .
a guest purchased a candy for a cop .,a guest purchased a cop a candy .,the woman fed the pie to the husband .,the woman fed the husband the pie .
the student fed the pie to the girl .,the student fed the girl the pie .,a manager delivered a cheese for a candidate .,a manager delivered a candidate a cheese .
the candidate fed the salad to the king .,the candidate fed the king the salad .,a boy delivered a cheese for a nurse .,a boy delivered a nurse a cheese .
the mother brought the cheese to the soldier .,the mother brought the soldier the cheese .,a girl kept a chicken for a business .,a girl kept a business a chicken .
a nurse made a newspaper for a champion .,a nurse made a champion a newspaper .,the physician supplied the juice to the army .,the physician supplied the army the juice .
a girl supplied a cheese to a club .,a girl supplied a club a cheese .,the kid found the chocolate for the band .,the kid found the band the chocolate .
a captain supplied a box to a band .,a captain supplied a band a box .,the daughter bought the beer for the father .,the daughter bought the father the beer .
the nurse supplied the tea to the army .,the nurse supplied the army the tea .,a chief bought a bell for a buddy .,a chief bought a buddy a bell .
the club designed the pot for the business .,the club designed the business the pot .,a worker supplied a beer to a husband .,a worker supplied a husband a beer .
a manager sent a chicken to a teacher .,a manager sent a teacher a chicken .,the secretary purchased the cheese for the company .,the secretary purchased the company the cheese .
a champion made a television for a corporation .,a champion made a corporation a television .,the prince sold the cheese to the sheriff .,the prince sold the sheriff the cheese .
the secretary supplied the anchor to the business .,the secretary supplied the business the anchor .,a captain drew a gun for a guy .,a captain drew a guy a gun .
the nurse gave the juice to the club .,the nurse gave the club the juice .,an employer found a meal for a business .,an employer found a business a meal .
an actress took a telephone to a doctor .,an actress took a doctor a telephone .,the manager made the glass for the club .,the manager made the club the glass .
the doctor sold the juice to the teacher .,the doctor sold the teacher the juice .,a prince found a chocolate for a company .,a prince found a company a chocolate .
the colonel made the card for the business .,the colonel made the business the card .,a mother supplied a plate to a secretary .,a mother supplied a secretary a plate .
the hero gave the cheese to the winner .,the hero gave the winner the cheese .,a king designed a wire for a colonel .,a king designed a colonel a wire .
a champion kept a coffee for a leader .,a champion kept a leader a coffee .,the minister brought the meal to the corporation .,the minister brought the corporation the meal .
the singer found the beer for the colonel .,the singer found the colonel the beer .,a soldier showed a tea to a corporation .,a soldier showed a corporation a tea .
a king made a gun for a hero .,a king made a hero a gun .,the lawyer showed the coffee to the teacher .,the lawyer showed the teacher the coffee .
the woman made the key for the hero .,the woman made the hero the key .,a doctor promised a bowl to a friend .,a doctor promised a friend a bowl .
a bishop delivered a bag for a father .,a bishop delivered a father a bag .,the hero promised the chocolate to the cousin .,the hero promised the cousin the chocolate .
the scientist kept the chicken for the company .,the scientist kept the company the chicken .,an actress sent a box to a minister .,an actress sent a minister a box .
an employee caught a guitar for a winner .,an employee caught a winner a guitar .,the wife promised the chocolate to the girl .,the wife promised the girl the chocolate .
a mayor threw a telephone to an actress .,a mayor threw an actress a telephone .,the candidate left the machine for the band .,the candidate left the band the machine .
a winner sent a crystal to a band .,a winner sent a band a crystal .,the employer found the tea for the corporation .,the employer found the corporation the tea .
the bishop designed the iron for the guy .,the bishop designed the guy the iron .,a colonel took an engine to a guest .,a colonel took a guest an engine .
a lady showed a chicken to a daughter .,a lady showed a daughter a chicken .,the doctor kept the coffee for the writer .,the doctor kept the writer the coffee .
the leader found the tea for the husband .,the leader found the husband the tea .,a buddy brought a pie to an army .,a buddy brought an army a pie .
a leader left a coffee for an actress .,a leader left an actress a coffee .,the brother threw the candy to the hero .,the brother threw the hero the candy .
a chief got a coffee for a company .,a chief got a company a coffee .,the daughter showed the chicken to the author .,the daughter showed the author the chicken .
a daughter saved a meal for a reader .,a daughter saved a reader a meal .,the man sold the plate to the administration .,the man sold the administration the plate .
a buddy sold a cheese to a business .,a buddy sold a business a cheese .,the teacher caught the iron for the lady .,the teacher caught the lady the iron .
the daughter took the flower to the son .,the daughter took the son the flower .,a guest bought a meal for a physician .,a guest bought a physician a meal .
the hero caught the pot for the student .,the hero caught the student the pot .,a woman gave a meal to a pilot .,a woman gave a pilot a meal .
a kid bought a beer for a candidate .,a kid bought a candidate a beer .,the professor brought the cheese to the band .,the professor brought the band the cheese .
a girl purchased an engine for a physician .,a girl purchased a physician an engine .,the buddy supplied the tea to the army .,the buddy supplied the army the tea .
a kid fed a chicken to a brother .,a kid fed a brother a chicken .,the prince left the jacket for the company .,the prince left the company the jacket .
a wife sent a plate to a band .,a wife sent a band a plate .,the boy kept the box for the president .,the boy kept the president the box .
the opponent drew the flower for the attorney .,the opponent drew the attorney the flower .,a husband sent a pie to a sheriff .,a husband sent a sheriff a pie .
the cop drew the coat for the manager .,the cop drew the manager the coat .,a man threw a beer to a friend .,a man threw a friend a beer .
the doctor supplied the meal to the army .,the doctor supplied the army the meal .,an opponent purchased a chicken for a man .,an opponent purchased a man a chicken .
a mayor purchased a juice for a company .,a mayor purchased a company a juice .,the actress threw the tea to the buddy .,the actress threw the buddy the tea .
a sheriff promised a glass to a doctor .,a sheriff promised a doctor a glass .,the colonel bought the candy for the guest .,the colonel bought the guest the candy .
a daughter took a flower to an employee .,a daughter took an employee a flower .,the man purchased the meal for the physician .,the man purchased the physician the meal .
a scientist found a coffee for a secretary .,a scientist found a secretary a coffee .,the mother took the engine to the uncle .,the mother took the uncle the engine .
the colonel brought the chicken to the company .,the colonel brought the company the chicken .,an author drew a key for a man .,an author drew a man a key .
the priest threw the coffee to the uncle .,the priest threw the uncle the coffee .,a mother drew a box for an administration .,a mother drew an administration a box .
an employer threw a meal to a student .,an employer threw a student a meal .,the opponent purchased the chocolate for the hero .,the opponent purchased the hero the chocolate .
an opponent purchased a key for a manager .,an opponent purchased a manager a key .,the king threw the tea to the parent .,the king threw the parent the tea .
an author got an iron for a bishop .,an author got a bishop an iron .,the guest showed the candy to the wife .,the guest showed the wife the candy .
a leader fed a chocolate to an employer .,a leader fed an employer a chocolate .,the cop delivered the tea for the wife .,the cop delivered the wife the tea .
a leader showed a jacket to an army .,a leader showed an army a jacket .,the winner kept the guitar for the company .,the winner kept the company the guitar .
the lady delivered the pie for the candidate .,the lady delivered the candidate the pie .,a nurse sold a ball to a husband .,a nurse sold a husband a ball .
a writer bought a beer for an opponent .,a writer bought an opponent a beer .,the mother took the instrument to the aunt .,the mother took the aunt the instrument .
a colonel left a beer for a band .,a colonel left a band a beer .,the secretary brought the engine to the corporation .,the secretary brought the corporation the engine .
the son found the television for the brother .,the son found the brother the television .,a guest brought a candy to an administration .,a guest brought an administration a candy .
the scientist got the juice for the army .,the scientist got the army the juice .,a student showed a cheese to an employer .,a student showed an employer a cheese .
the captain showed the salad to the child .,the captain showed the child the salad .,a husband made a book for a soldier .,a husband made a soldier a book .
an adult sold a card to a company .,an adult sold a company a card .,the mayor saved the tea for the army .,the mayor saved the army the tea .
a princess drew a crystal for a colonel .,a princess drew a colonel a crystal .,the employee gave the bowl to the friend .,the employee gave the friend the bowl .
the writer sold the guitar to the army .,the writer sold the army the guitar .,an attorney got a beer for an employer .,an attorney got an employer a beer .
a nurse bought a wire for a son .,a nurse bought a son a wire .,the bishop threw the candy to the priest .,the bishop threw the priest the candy .
a kid took a telephone to a winner .,a kid took a winner a telephone .,the bishop saved the meal for the lawyer .,the bishop saved the lawyer the meal .
the leader saved the instrument for the cousin .,the leader saved the cousin the instrument .,a daughter fed a salad to a girl .,a daughter fed a girl a salad .
the lawyer fed the chicken to the scientist .,the lawyer fed the scientist the chicken .,a mayor kept a wire for a business .,a mayor kept a business a wire .
the partner sold the coffee to the prince .,the partner sold the prince the coffee .,an employer got a meal for a pilot .,an employer got a pilot a meal .
the reader showed the guitar to the employer .,the reader showed the employer the guitar .,a mother delivered a candy for an adult .,a mother delivered an adult a candy .
the cousin supplied the juice to the mother .,the cousin supplied the mother the juice .,a reader found a television for a partner .,a reader found a partner a television .
an employer fed a chocolate to an author .,an employer fed an author a chocolate .,the cop caught the instrument for the husband .,the cop caught the husband the instrument .
a captain bought a candy for a boy .,a captain bought a boy a candy .,the professor sent the pie to the priest .,the professor sent the priest the pie .
an actor sent a juice to a company .,an actor sent a company a juice .,the adult bought the pie for the bishop .,the adult bought the bishop the pie .
a priest supplied a juice to a father .,a priest supplied a father a juice .,the champion bought the coffee for the actress .,the champion bought the actress the coffee .
a teacher threw a beer to a worker .,a teacher threw a worker a beer .,the son got the card for the administration .,the son got the administration the card .
a hero bought a hat for a girl .,a hero bought a girl a hat .,the scientist showed the pie to the company .,the scientist showed the company the pie .
a hero promised a glass to a student .,a hero promised a student a glass .,the candidate saved the coffee for the leader .,the candidate saved the leader the coffee .
the actor kept the juice for the aunt .,the actor kept the aunt the juice .,a friend sold a ball to a soldier .,a friend sold a soldier a ball .
a husband promised a juice to a doctor .,a husband promised a doctor a juice .,the buddy made the button for the business .,the buddy made the business the button .
a candidate purchased a pot for a business .,a candidate purchased a business a pot .,the guy sent the candy to the priest .,the guy sent the priest the candy .
the priest gave the tea to the hero .,the priest gave the hero the tea .,a colonel saved a candy for a nurse .,a colonel saved a nurse a candy .
the doctor left the meal for the company .,the doctor left the company the meal .,a leader showed a juice to a kid .,a leader showed a kid a juice .
a secretary sold a juice to a manager .,a secretary sold a manager a juice .,the doctor delivered the anchor for the kid .,the doctor delivered the kid the anchor .
a writer sent a chocolate to a company .,a writer sent a company a chocolate .,the aunt kept the tea for the champion .,the aunt kept the champion the tea .
a kid promised a beer to a priest .,a kid promised a priest a beer .,the cop got the telephone for the club .,the cop got the club the telephone .
a son found an iron for an army .,a son found an army an iron .,the woman took the coat to the mother .,the woman took the mother the coat .
a student got a coat for a brother .,a student got a brother a coat .,the aunt threw the instrument to the author .,the aunt threw the author the instrument .
a guy showed a jacket to a father .,a guy showed a father a jacket .,the wife delivered the chocolate for the lady .,the wife delivered the lady the chocolate .
the parent gave the juice to the company .,the parent gave the company the juice .,an employer saved a tea for an administration .,an employer saved an administration a tea .
the girl found the computer for the club .,the girl found the club the computer .,a mother took a book to a candidate .,a mother took a candidate a book .
an actress supplied a pie to an army .,an actress supplied an army a pie .,the princess kept the candy for the corporation .,the princess kept the corporation the candy .
a pilot promised a beer to a guy .,a pilot promised a guy a beer .,the champion delivered the anchor for the student .,the champion delivered the student the anchor .
the professor sold the beer to the adult .,the professor sold the adult the beer .,a prince drew a wire for a man .,a prince drew a man a wire .
the business designed the glass for the army .,the business designed the army the glass .,a child sent a salad to a band .,a child sent a band a salad .
the nurse promised the salad to the hero .,the nurse promised the hero the salad .,a cousin made an instrument for a club .,a cousin made a club an instrument .
a doctor fed a salad to a president .,a doctor fed a president a salad .,the cousin designed the crystal for the wife .,the cousin designed the wife the crystal .
an adult took a book to a priest .,an adult took a priest a book .,the hero saved the meal for the club .,the hero saved the club the meal .
the leader threw the cheese to the professor .,the leader threw the professor the cheese .,a winner drew a computer for an employee .,a winner drew an employee a computer .
a champion threw a pie to a parent .,a champion threw a parent a pie .,the student delivered the glass for the aunt .,the student delivered the aunt the glass .
a lawyer kept a tea for a club .,a lawyer kept a club a tea .,the president sold the knife to the corporation .,the president sold the corporation the knife .
the minister purchased the plate for the husband .,the minister purchased the husband the plate .,a manager promised a meal to a student .,a manager promised a student a meal .
a cousin drew a wire for a company .,a cousin drew a company a wire .,the guy showed the tea to the soldier .,the guy showed the soldier the tea .
a captain purchased a cheese for an administration .,a captain purchased an administration a cheese .,the president showed the tea to the band .,the president showed the band the tea .
a king designed a bag for an uncle .,a king designed an uncle a bag .,the singer took the log to the actor .,the singer took the actor the log .
the opponent fed the salad to the secretary .,the opponent fed the secretary the salad .,a cop got a juice for a band .,a cop got a band a juice .
the singer gave the juice to the administration .,the singer gave the administration the juice .,a father caught a crystal for a nurse .,a father caught a nurse a crystal .
the uncle drew the iron for the cop .,the uncle drew the cop the iron .,a nurse sent a juice to a princess .,a nurse sent a princess a juice .
an attorney made a plate for a reader .,an attorney made a reader a plate .,the opponent sent the pie to the winner .,the opponent sent the winner the pie .
a bishop supplied a cheese to an administration .,a bishop supplied an administration a cheese .,the mayor caught the wire for the daughter .,the mayor caught the daughter the wire .
a priest drew a wire for a candidate .,a priest drew a candidate a wire .,the reader took the television to the chief .,the reader took the chief the television .
a minister promised a bell to a scientist .,a minister promised a scientist a bell .,the man saved the candy for the club .,the man saved the club the candy .
the guy left the beer for the corporation .,the guy left the corporation the beer .,an employer fed a cheese to a daughter .,an employer fed a daughter a cheese .
a husband caught a wire for a mother .,a husband caught a mother a wire .,the uncle took the knife to the leader .,the uncle took the leader the knife .
the secretary supplied the beer to the club .,the secretary supplied the club the beer .,an opponent got a chocolate for an army .,an opponent got an army a chocolate .
a mayor brought a juice to a company .,a mayor brought a company a juice .,the child made the gun for the cousin .,the child made the cousin the gun .
a cousin promised a beer to a lawyer .,a cousin promised a lawyer a beer .,the soldier purchased the tea for the corporation .,the soldier purchased the corporation the tea .
the bishop showed the salad to the father .,the bishop showed the father the salad .,an opponent purchased a card for a girl .,an opponent purchased a girl a card .
the uncle promised the meal to the cop .,the uncle promised the cop the meal .,a worker found a wire for a physician .,a worker found a physician a wire .
the mother delivered the instrument for the winner .,the mother delivered the winner the instrument .,a mayor promised a tea to a secretary .,a mayor promised a secretary a tea .
a reader gave a salad to an army .,a reader gave an army a salad .,the parent drew the motor for the business .,the parent drew the business the motor .
the leader threw the candy to the kid .,the leader threw the kid the candy .,a wife kept a guitar for a professor .,a wife kept a professor a guitar .
the buddy designed the instrument for the bishop .,the buddy designed the bishop the instrument .,a lawyer brought a pie to a club .,a lawyer brought a club a pie .
a child caught a telephone for a sheriff .,a child caught a sheriff a telephone .,the brother sold the salad to the army .,the brother sold the army the salad .
the student sold the gun to the guest .,the student sold the guest the gun .,a man left a meal for a lady .,a man left a lady a meal .
an employee made an anchor for a leader .,an employee made a leader an anchor .,the physician promised the plate to the priest .,the physician promised the priest the plate .
the doctor promised the chicken to the princess .,the doctor promised the princess the chicken .,a lady saved a knife for an army .,a lady saved an army a knife .
a priest purchased a wire for a nurse .,a priest purchased a nurse a wire .,the professor brought the coffee to the corporation .,the professor brought the corporation the coffee .
a father purchased a jacket for a guest .,a father purchased a guest a jacket .,the reader took the guitar to the colonel .,the reader took the colonel the guitar .
the president fed the chicken to the mayor .,the president fed the mayor the chicken .,an actor drew a television for a captain .,an actor drew a captain a television .
the lady purchased the beer for the guest .,the lady purchased the guest the beer .,a wife brought a juice to a worker .,a wife brought a worker a juice .
the wife brought the coffee to the army .,the wife brought the army the coffee .,a girl made a television for a club .,a girl made a club a television .
the winner showed the salad to the corporation .,the winner showed the corporation the salad .,a bishop delivered a flower for a leader .,a bishop delivered a leader a flower .
the actor left the hat for the corporation .,the actor left the corporation the hat .,a guy promised a pot to a daughter .,a guy promised a daughter a pot .
an actress saved a salad for a bishop .,an actress saved a bishop a salad .,the adult gave the button to the secretary .,the adult gave the secretary the button .
a secretary supplied a book to an administration .,a secretary supplied an administration a book .,the cop delivered the candy for the kid .,the cop delivered the kid the candy .
a captain showed a coffee to a girl .,a captain showed a girl a coffee .,the champion purchased the beer for the club .,the champion purchased the club the beer .
the president supplied the beer to the captain .,the president supplied the captain the beer .,a physician purchased a cheese for a secretary .,a physician purchased a secretary a cheese .
the guest left the juice for the bishop .,the guest left the bishop the juice .,a prince gave a tea to a business .,a prince gave a business a tea .
the adult brought the chocolate to the army .,the adult brought the army the chocolate .,a winner saved a beer for a chief .,a winner saved a chief a beer .
a business designed an iron for a corporation .,a business designed a corporation an iron .,the friend gave the anchor to the employer .,the friend gave the employer the anchor .
a champion found a beer for a partner .,a champion found a partner a beer .,the secretary supplied the juice to the corporation .,the secretary supplied the corporation the juice .
a pilot purchased a tea for a nurse .,a pilot purchased a nurse a tea .,the student gave the pie to the minister .,the student gave the minister the pie .
the cousin left the juice for the administration .,the cousin left the administration the juice .,a man threw an anchor to a parent .,a man threw a parent an anchor .
the captain made the crystal for the band .,the captain made the band the crystal .,a kid showed a bottle to a champion .,a kid showed a champion a bottle .
the candidate drew the bowl for the wife .,the candidate drew the wife the bowl .,a lawyer supplied a candy to a business .,a lawyer supplied a business a candy .
an army designed a bag for an administration .,an army designed an administration a bag .,the guest threw the pie to the manager .,the guest threw the manager the pie .
a scientist threw a pie to a man .,a scientist threw a man a pie .,the teacher kept the coffee for the band .,the teacher kept the band the coffee .
the employee found the pie for the lawyer .,the employee found the lawyer the pie .,an actor sent a cheese to a chief .,an actor sent a chief a cheese .
the woman found the juice for the reader .,the woman found the reader the juice .,an aunt showed a guitar to a band .,an aunt showed a band a guitar .
a hero caught a telephone for a teacher .,a hero caught a teacher a telephone .,the princess sold the crystal to the band .,the princess sold the band the crystal .
the guy found the juice for the manager .,the guy found the manager the juice .,a child took a card to a father .,a child took a father a card .
the hero fed the chocolate to the pilot .,the hero fed the pilot the chocolate .,a woman made a glass for a business .,a woman made a business a glass .
the chief gave the book to the scientist .,the chief gave the scientist the book .,a man purchased a candy for a sheriff .,a man purchased a sheriff a candy .
the business designed the glass for the company .,the business designed the company the glass .,an employer promised a flower to a lady .,an employer promised a lady a flower .
the doctor got the meal for the administration .,the doctor got the administration the meal .,a bishop sold a newspaper to a leader .,a bishop sold a leader a newspaper .
the opponent showed the tea to the corporation .,the opponent showed the corporation the tea .,a friend kept a candy for a captain .,a friend kept a captain a candy .
an attorney delivered a cheese for a bishop .,an attorney delivered a bishop a cheese .,the daughter showed the chocolate to the administration .,the daughter showed the administration the chocolate .
the uncle promised the box to the chief .,the uncle promised the chief the box .,a nurse found a machine for a band .,a nurse found a band a machine .
the woman made the cigarette for the administration .,the woman made the administration the cigarette .,a captain sent a chicken to an employer .,a captain sent an employer a chicken .
a physician left a candy for a company .,a physician left a company a candy .,the professor fed the pie to the prince .,the professor fed the prince the pie .
a student sent a pie to an army .,a student sent an army a pie .,the lawyer drew the guitar for the parent .,the lawyer drew the parent the guitar .
the mayor saved the telephone for the girl .,the mayor saved the girl the telephone .,a physician supplied a chicken to a minister .,a physician supplied a minister a chicken .
a singer promised a salad to an employer .,a singer promised an employer a salad .,the uncle left the cheese for the girl .,the uncle left the girl the cheese .
a bishop brought a bell to an administration .,a bishop brought an administration a bell .,the woman bought the beer for the kid .,the woman bought the kid the beer .
the actress promised the guitar to the professor .,the actress promised the professor the guitar .,a pilot bought a pie for an attorney .,a pilot bought an attorney a pie .
a scientist found a coffee for a daughter .,a scientist found a daughter a coffee .,the lady took the wire to the captain .,the lady took the captain the wire .
the teacher saved the candy for the corporation .,the teacher saved the corporation the candy .,an aunt gave a camera to an army .,an aunt gave an army a camera .
the wife saved the chicken for the hero .,the wife saved the hero the chicken .,a secretary sold a plate to a band .,a secretary sold a band a plate .
the adult bought the pie for the mother .,the adult bought the mother the pie .,a chief sent a bag to a man .,a chief sent a man a bag .
a sheriff sent a tea to a pilot .,a sheriff sent a pilot a tea .,the professor saved the juice for the author .,the professor saved the author the juice .
a manager threw a juice to a cop .,a manager threw a cop a juice .,the pilot kept the chocolate for the army .,the pilot kept the army the chocolate .
a minister threw a telephone to a leader .,a minister threw a leader a telephone .,the writer purchased the card for the club .,the writer purchased the club the card .
a king promised a juice to a lawyer .,a king promised a lawyer a juice .,the chief delivered the chicken for the husband .,the chief delivered the husband the chicken .
a pilot supplied a beer to a club .,a pilot supplied a club a beer .,the employer kept the key for the administration .,the employer kept the administration the key .
the nurse found the coffee for the club .,the nurse found the club the coffee .,a professor brought a hat to an army .,a professor brought an army a hat .
the prince fed the salad to the lawyer .,the prince fed the lawyer the salad .,a mother designed a wire for a colonel .,a mother designed a colonel a wire .
a priest gave a salad to a candidate .,a priest gave a candidate a salad .,the wife found the chicken for the administration .,the wife found the administration the chicken .
the guest delivered the tea for the actress .,the guest delivered the actress the tea .,a nurse promised a pie to a winner .,a nurse promised a winner a pie .
a priest bought a coffee for a woman .,a priest bought a woman a coffee .,the worker sent the key to the winner .,the worker sent the winner the key .
an actor promised a chicken to a reader .,an actor promised a reader a chicken .,the prince made the wire for the worker .,the prince made the worker the wire .
the guy sold the coffee to the author .,the guy sold the author the coffee .,a father made a hat for a wife .,a father made a wife a hat .
a cousin promised a candy to a child .,a cousin promised a child a candy .,the princess made the engine for the army .,the princess made the army the engine .
an employee fed a meal to a writer .,an employee fed a writer a meal .,the business designed the telephone for the band .,the business designed the band the telephone .
an uncle made a flower for an administration .,an uncle made an administration a flower .,the writer gave the meal to the parent .,the writer gave the parent the meal .
a student kept a beer for a chief .,a student kept a chief a beer .,the uncle supplied the bell to the band .,the uncle supplied the band the bell .
the cousin made the ball for the author .,the cousin made the author the ball .,a professor sent a tea to a business .,a professor sent a business a tea .
the colonel threw the cheese to the brother .,the colonel threw the brother the cheese .,a priest purchased a candy for an opponent .,a priest purchased an opponent a candy .
the winner brought the camera to the club .,the winner brought the club the camera .,a captain bought a chicken for an uncle .,a captain bought an uncle a chicken .
a reader found a cheese for a company .,a reader found a company a cheese .,the actor brought the glass to the aunt .,the actor brought the aunt the glass .
a pilot gave a cup to an adult .,a pilot gave an adult a cup .,the scientist purchased the instrument for the actor .,the scientist purchased the actor the instrument .
a corporation designed a camera for a band .,a corporation designed a band a camera .,the lawyer gave the card to the teacher .,the lawyer gave the teacher the card .
a mayor threw a chicken to a mother .,a mayor threw a mother a chicken .,the reader purchased the meal for the army .,the reader purchased the army the meal .
the bishop brought the coat to the singer .,the bishop brought the singer the coat .,a lady designed an anchor for a lawyer .,a lady designed a lawyer an anchor .
a leader bought a pie for a secretary .,a leader bought a secretary a pie .,the attorney promised the beer to the teacher .,the attorney promised the teacher the beer .
the secretary bought the cheese for the parent .,the secretary bought the parent the cheese .,a reader gave a gun to a princess .,a reader gave a princess a gun .
the guy delivered the bottle for the author .,the guy delivered the author the bottle .,a friend threw a meal to a bishop .,a friend threw a bishop a meal .
a mayor brought a coffee to a priest .,a mayor brought a priest a coffee .,the aunt bought the flower for the doctor .,the aunt bought the doctor the flower .
the aunt drew the machine for the business .,the aunt drew the business the machine .,a daughter sent a bowl to a cop .,a daughter sent a cop a bowl .
a secretary found a plate for a corporation .,a secretary found a corporation a plate .,the scientist took the computer to the physician .,the scientist took the physician the computer .
the lawyer promised the gun to the minister .,the lawyer promised the minister the gun .,a partner left a cheese for a business .,a partner left a business a cheese .
the woman fed the chocolate to the teacher .,the woman fed the teacher the chocolate .,a scientist caught a jacket for a minister .,a scientist caught a minister a jacket .
the singer got the salad for the administration .,the singer got the administration the salad .,a hero fed a chocolate to a soldier .,a hero fed a soldier a chocolate .
the secretary delivered the book for the candidate .,the secretary delivered the candidate the book .,an actor promised a candy to a son .,an actor promised a son a candy .
a parent caught a card for a kid .,a parent caught a kid a card .,the scientist took the coat to the student .,the scientist took the student the coat .
an author threw a salad to a friend .,an author threw a friend a salad .,the student kept the chicken for the army .,the student kept the army the chicken .
a manager supplied a chocolate to an administration .,a manager supplied an administration a chocolate .,the professor kept the cheese for the business .,the professor kept the business the cheese .
the winner threw the chicken to the opponent .,the winner threw the opponent the chicken .,a cousin purchased a bag for an army .,a cousin purchased an army a bag .
